Latitude,Longitude,state_id,state_name,county_name,population,density,Nearby Cities
42.35,-74.85,"NY, NY, NY","New York, New York, New York","Delaware, Delaware, Delaware",1179,456,"Davenport Center, Hobart, Bloomville"
42.45,-74.85,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Delaware, Otsego, Delaware, Delaware, Otsego",1782,711.8,"Davenport Center, Schenevus, Hobart, Bloomville, Portlandville"
42.55,-74.85,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Delaware, Otsego, Otsego, Otsego, Otsego, Otsego, Otsego",1790,454.8,"Davenport Center, Schenevus, Hartwick Seminary, East Worcester, Portlandville, Mount Vision, Westford"
42.65,-74.85,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Otsego, Otsego, Otsego, Otsego",3442,897.2,"Cooperstown, Schenevus, Hartwick Seminary, Fly Creek, East Worcester, Portlandville, Westford"
42.75,-74.85,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Otsego, Otsego, Otsego, Otsego, Otsego, Otsego, Otsego",4252,1118.9,"Cooperstown, Richfield Springs, Springfield Center, Hartwick Seminary, Fly Creek, Westford, Schuyler Lake"
42.85,-74.85,"NY, NY, NY","New York, New York, New York","Otsego, Otsego, Otsego",1622,509.6,"Richfield Springs, Springfield Center, Schuyler Lake"
42.95,-74.85,"NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Otsego, Herkimer, Otsego, Herkimer",14828,2584.4,"Ilion, Little Falls, Richfield Springs, East Herkimer, Springfield Center, South Ilion"
43.05,-74.85,"NY, NY, NY, NY, NY, NY, NY","New York, New York, New York, New York, New York, New York, New York","Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer, Herkimer",16345,2976.2,"Ilion, Little Falls, Dolgeville, East Herkimer, Middleville, Salisbury Center, South Ilion"
43.15,-74.85,"NY, NY, NY, NY, NY","New York, New York, New York, New York, New York","Herkimer, Herkimer, Herkimer, Herkimer, Herkimer",8445,1610.1,"Little Falls, Dolgeville, East Herkimer, Middleville, Salisbury Center"
43.25,-74.85,"NY, NY, NY, NY","New York, New York, New York, New York","Herkimer, Herkimer, Herkimer, Herkimer",3274,1082.4,"Dolgeville, Middleville, Salisbury Center, Cold Brook"
43.35,-74.85,,,,0,0,No cities found
43.45,-74.85,,,,0,0,No cities found
43.55,-74.85,,,,0,0,No cities found
43.65,-74.85,"NY, NY, NY","New York, New York, New York","Herkimer, Herkimer, Herkimer",819,341.3,"Old Forge, Thendara, Eagle Bay"
43.75,-74.85,"NY, NY, NY","New York, New York, New York","Herkimer, Herkimer, Herkimer",819,341.3,"Old Forge, Thendara, Eagle Bay"
43.85,-74.85,NY,New York,Herkimer,18,59.5,Eagle Bay
43.95,-74.85,,,,0,0,No cities found
44.05,-74.85,NY,New York,St. Lawrence,124,2.5,Cranberry Lake
44.15,-74.85,"NY, NY","New York, New York","St. Lawrence, St. Lawrence",773,60.3,"Star Lake, Cranberry Lake"
44.25,-74.85,NY,New York,St. Lawrence,124,2.5,Cranberry Lake
44.35,-74.85,NY,New York,St. Lawrence,124,2.5,Cranberry Lake
44.45,-74.85,,,,0,0,No cities found
44.55,-74.85,NY,New York,St. Lawrence,892,67.2,Hannawa Falls
44.65,-74.85,"NY, NY, NY","New York, New York, New York","St. Lawrence, St. Lawrence, St. Lawrence",2409,336.2,"Norwood, Hannawa Falls, Winthrop"
44.75,-74.85,"NY, NY, NY","New York, New York, New York","St. Lawrence, St. Lawrence, St. Lawrence",2027,388.9,"Norwood, Brasher Falls, Winthrop"
44.85,-74.85,"NY, NY, NY","New York, New York, New York","St. Lawrence, St. Lawrence, St. Lawrence",2027,388.9,"Norwood, Brasher Falls, Winthrop"
44.95,-74.85,"NY, NY, NY","New York, New York, New York","Franklin, St. Lawrence, St. Lawrence",4941,191.5,"Akwesasne, Brasher Falls, Winthrop"
45.05,-74.85,NY,New York,Franklin,4196,38.9,Akwesasne
45.15,-74.85,,,,0,0,No cities found
45.25,-74.85,,,,0,0,No cities found
45.35,-74.85,,,,0,0,No cities found
45.45,-74.85,,,,0,0,No cities found
45.55,-74.85,,,,0,0,No cities found
45.65,-74.85,,,,0,0,No cities found
45.75,-74.85,,,,0,0,No cities found
45.85,-74.85,,,,0,0,No cities found
45.95,-74.85,,,,0,0,No cities found
46.05,-74.85,,,,0,0,No cities found
46.15,-74.85,,,,0,0,No cities found
46.25,-74.85,,,,0,0,No cities found
46.35,-74.85,,,,0,0,No cities found
46.45,-74.85,,,,0,0,No cities found
46.55,-74.85,,,,0,0,No cities found
46.65,-74.85,,,,0,0,No cities found
46.75,-74.85,,,,0,0,No cities found
46.85,-74.85,,,,0,0,No cities found
46.95,-74.85,,,,0,0,No cities found
47.05,-74.85,,,,0,0,No cities found
47.15,-74.85,,,,0,0,No cities found
47.25,-74.85,,,,0,0,No cities found
47.35,-74.85,,,,0,0,No cities found
47.45,-74.85,,,,0,0,No cities found
47.55,-74.85,,,,0,0,No cities found
47.65,-74.85,,,,0,0,No cities found
47.75,-74.85,,,,0,0,No cities found
47.85,-74.85,,,,0,0,No cities found
47.95,-74.85,,,,0,0,No cities found
48.05,-74.85,,,,0,0,No cities found
48.15,-74.85,,,,0,0,No cities found
48.25,-74.85,,,,0,0,No cities found
48.35,-74.85,,,,0,0,No cities found
48.45,-74.85,,,,0,0,No cities found
48.55,-74.85,,,,0,0,No cities found
48.65,-74.85,,,,0,0,No cities found
48.75,-74.85,,,,0,0,No cities found
48.85,-74.85,,,,0,0,No cities found
48.95,-74.85,,,,0,0,No cities found
49.05,-74.85,,,,0,0,No cities found
49.15,-74.85,,,,0,0,No cities found
49.25,-74.85,,,,0,0,No cities found
49.35,-74.85,,,,0,0,No cities found
49.45,-74.85,,,,0,0,No cities found
49.55,-74.85,,,,0,0,No cities found
49.65,-74.85,,,,0,0,No cities found
49.75,-74.85,,,,0,0,No cities found
49.85,-74.85,,,,0,0,No cities found
49.95,-74.85,,,,0,0,No cities found
24.05,-74.75,,,,0,0,No cities found
24.15,-74.75,,,,0,0,No cities found
24.25,-74.75,,,,0,0,No cities found
24.35,-74.75,,,,0,0,No cities found
24.45,-74.75,,,,0,0,No cities found
24.55,-74.75,,,,0,0,No cities found
24.65,-74.75,,,,0,0,No cities found
24.75,-74.75,,,,0,0,No cities found
24.85,-74.75,,,,0,0,No cities found
24.95,-74.75,,,,0,0,No cities found
25.05,-74.75,,,,0,0,No cities found
25.15,-74.75,,,,0,0,No cities found
25.25,-74.75,,,,0,0,No cities found
25.35,-74.75,,,,0,0,No cities found
25.45,-74.75,,,,0,0,No cities found
25.55,-74.75,,,,0,0,No cities found
25.65,-74.75,,,,0,0,No cities found
25.75,-74.75,,,,0,0,No cities found
25.85,-74.75,,,,0,0,No cities found
25.95,-74.75,,,,0,0,No cities found
26.05,-74.75,,,,0,0,No cities found
26.15,-74.75,,,,0,0,No cities found
26.25,-74.75,,,,0,0,No cities found
26.35,-74.75,,,,0,0,No cities found
26.45,-74.75,,,,0,0,No cities found
26.55,-74.75,,,,0,0,No cities found
26.65,-74.75,,,,0,0,No cities found
26.75,-74.75,,,,0,0,No cities found
26.85,-74.75,,,,0,0,No cities found
26.95,-74.75,,,,0,0,No cities found
27.05,-74.75,,,,0,0,No cities found
27.15,-74.75,,,,0,0,No cities found
27.25,-74.75,,,,0,0,No cities found
27.35,-74.75,,,,0,0,No cities found
27.45,-74.75,,,,0,0,No cities found
27.55,-74.75,,,,0,0,No cities found
27.65,-74.75,,,,0,0,No cities found
27.75,-74.75,,,,0,0,No cities found
27.85,-74.75,,,,0,0,No cities found
27.95,-74.75,,,,0,0,No cities found
28.05,-74.75,,,,0,0,No cities found
28.15,-74.75,,,,0,0,No cities found
28.25,-74.75,,,,0,0,No cities found
28.35,-74.75,,,,0,0,No cities found
28.45,-74.75,,,,0,0,No cities found
28.55,-74.75,,,,0,0,No cities found
28.65,-74.75,,,,0,0,No cities found
28.75,-74.75,,,,0,0,No cities found
28.85,-74.75,,,,0,0,No cities found
28.95,-74.75,,,,0,0,No cities found
29.05,-74.75,,,,0,0,No cities found
29.15,-74.75,,,,0,0,No cities found
29.25,-74.75,,,,0,0,No cities found
29.35,-74.75,,,,0,0,No cities found
29.45,-74.75,,,,0,0,No cities found
29.55,-74.75,,,,0,0,No cities found
29.65,-74.75,,,,0,0,No cities found
29.75,-74.75,,,,0,0,No cities found
29.85,-74.75,,,,0,0,No cities found
29.95,-74.75,,,,0,0,No cities found
30.05,-74.75,,,,0,0,No cities found
30.15,-74.75,,,,0,0,No cities found
30.25,-74.75,,,,0,0,No cities found
30.35,-74.75,,,,0,0,No cities found
30.45,-74.75,,,,0,0,No cities found
30.55,-74.75,,,,0,0,No cities found
30.65,-74.75,,,,0,0,No cities found
30.75,-74.75,,,,0,0,No cities found
30.85,-74.75,,,,0,0,No cities found
30.95,-74.75,,,,0,0,No cities found
31.05,-74.75,,,,0,0,No cities found
31.15,-74.75,,,,0,0,No cities found
31.25,-74.75,,,,0,0,No cities found
31.35,-74.75,,,,0,0,No cities found
31.45,-74.75,,,,0,0,No cities found
31.55,-74.75,,,,0,0,No cities found
31.65,-74.75,,,,0,0,No cities found
31.75,-74.75,,,,0,0,No cities found
31.85,-74.75,,,,0,0,No cities found
31.95,-74.75,,,,0,0,No cities found
32.05,-74.75,,,,0,0,No cities found
32.15,-74.75,,,,0,0,No cities found
32.25,-74.75,,,,0,0,No cities found
32.35,-74.75,,,,0,0,No cities found
32.45,-74.75,,,,0,0,No cities found
32.55,-74.75,,,,0,0,No cities found
32.65,-74.75,,,,0,0,No cities found
32.75,-74.75,,,,0,0,No cities found
32.85,-74.75,,,,0,0,No cities found
32.95,-74.75,,,,0,0,No cities found
33.05,-74.75,,,,0,0,No cities found
33.15,-74.75,,,,0,0,No cities found
33.25,-74.75,,,,0,0,No cities found
33.35,-74.75,,,,0,0,No cities found
33.45,-74.75,,,,0,0,No cities found
33.55,-74.75,,,,0,0,No cities found
33.65,-74.75,,,,0,0,No cities found
33.75,-74.75,,,,0,0,No cities found
33.85,-74.75,,,,0,0,No cities found
33.95,-74.75,,,,0,0,No cities found
34.05,-74.75,,,,0,0,No cities found
34.15,-74.75,,,,0,0,No cities found
34.25,-74.75,,,,0,0,No cities found
34.35,-74.75,,,,0,0,No cities found
34.45,-74.75,,,,0,0,No cities found
34.55,-74.75,,,,0,0,No cities found
34.65,-74.75,,,,0,0,No cities found
34.75,-74.75,,,,0,0,No cities found
34.85,-74.75,,,,0,0,No cities found
34.95,-74.75,,,,0,0,No cities found
35.05,-74.75,,,,0,0,No cities found
35.15,-74.75,,,,0,0,No cities found
35.25,-74.75,,,,0,0,No cities found
35.35,-74.75,,,,0,0,No cities found
35.45,-74.75,,,,0,0,No cities found
35.55,-74.75,,,,0,0,No cities found
35.65,-74.75,,,,0,0,No cities found
35.75,-74.75,,,,0,0,No cities found
35.85,-74.75,,,,0,0,No cities found
35.95,-74.75,,,,0,0,No cities found
36.05,-74.75,,,,0,0,No cities found
36.15,-74.75,,,,0,0,No cities found
36.25,-74.75,,,,0,0,No cities found
36.35,-74.75,,,,0,0,No cities found
36.45,-74.75,,,,0,0,No cities found
36.55,-74.75,,,,0,0,No cities found
36.65,-74.75,,,,0,0,No cities found
36.75,-74.75,,,,0,0,No cities found
36.85,-74.75,,,,0,0,No cities found
36.95,-74.75,,,,0,0,No cities found
37.05,-74.75,,,,0,0,No cities found
37.15,-74.75,,,,0,0,No cities found
37.25,-74.75,,,,0,0,No cities found
37.35,-74.75,,,,0,0,No cities found
37.45,-74.75,,,,0,0,No cities found
37.55,-74.75,,,,0,0,No cities found
37.65,-74.75,,,,0,0,No cities found
37.75,-74.75,,,,0,0,No cities found
37.85,-74.75,,,,0,0,No cities found
37.95,-74.75,,,,0,0,No cities found
38.05,-74.75,,,,0,0,No cities found
38.15,-74.75,,,,0,0,No cities found
38.25,-74.75,,,,0,0,No cities found
38.35,-74.75,,,,0,0,No cities found
38.45,-74.75,,,,0,0,No cities found
38.55,-74.75,,,,0,0,No cities found
38.65,-74.75,,,,0,0,No cities found
38.75,-74.75,,,,0,0,No cities found
38.85,-74.75,"NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May",14948,3930.7,"Wildwood, North Wildwood, Wildwood Crest, Cape May, Diamond Beach"
38.95,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May",45998,8415.5,"Villas, Cape May Court House, Wildwood, North Cape May, North Wildwood, Rio Grande, Wildwood Crest, Cape May, Whitesboro, Erma, Avalon, West Cape May, Stone Harbor, West Wildwood, Burleigh, Diamond Beach"
39.05,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May",43747,7675,"Villas, Cape May Court House, Wildwood, North Wildwood, Rio Grande, Wildwood Crest, Whitesboro, Sea Isle City, Erma, Avalon, South Dennis, Ocean View, Stone Harbor, South Seaville, West Wildwood, Burleigh, Goshen, Diamond Beach"
39.15,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May, Atlantic, Cape May, Cape May, Cape May, Cape May, Cape May, Cape May",33537,4332.3,"Cape May Court House, North Wildwood, Palermo, Seaville, Whitesboro, Woodbine, Marmora, Sea Isle City, Avalon, Beesleys Point, South Dennis, Ocean View, Stone Harbor, Dennisville, South Seaville, Corbin City, Belleplain, Burleigh, Goshen, Marshallville, Tuckahoe, Strathmere"
39.25,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Atlantic, Cape May, Cape May, Cape May, Cape May, Atlantic, Cape May, Atlantic, Cape May, Cape May, Cape May, Cape May, Cape May, Atlantic, Cape May, Cumberland, Cape May, Cape May, Cape May, Cape May",45170,4517.4,"Ocean City, Somers Point, Palermo, Seaville, Woodbine, Marmora, English Creek, Sea Isle City, Estell Manor, Beesleys Point, South Dennis, Ocean View, Dennisville, South Seaville, Corbin City, Belleplain, Delmont, Goshen, Marshallville, Tuckahoe, Strathmere"
39.35,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Cape May, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Cape May, Cape May, Cape May, Cape May, Atlantic, Atlantic, Cape May, Atlantic, Atlantic, Cape May, Cape May, Atlantic, Cape May, Atlantic, Cape May, Cumberland, Cape May",72339,6784.2,"Ocean City, Somers Point, McKee City, Northfield, Mays Landing, Bargaintown, Palermo, Seaville, Woodbine, Marmora, English Creek, Estell Manor, Beesleys Point, Dorothy, Milmay, Ocean View, Dennisville, Corbin City, Belleplain, Mizpah, Marshallville, Cumberland-Hesstown, Tuckahoe"
39.45,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Cape May",42700,4451.1,"McKee City, Pomona, Mays Landing, Bargaintown, English Creek, Estell Manor, East Vineland, Cologne, Dorothy, Milmay, Germania, Elwood, Corbin City, Newtonville, Richland, Mizpah, Marshallville"
39.55,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic, Atlantic",48012,3994.7,"Hammonton, McKee City, Mays Landing, Buena, Collings Lakes, Folsom, East Vineland, Cologne, Dorothy, Milmay, Germania, Elwood, Sweetwater, Newtonville, Richland, Nesco, Mizpah"
39.65,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Atlantic, Camden, Atlantic, Atlantic, Camden, Atlantic, Atlantic, Atlantic, Atlantic",30632,2442.5,"Hammonton, Atco, Collings Lakes, Folsom, Chesilhurst, Elwood, Sweetwater, Newtonville, Nesco"
39.75,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Atlantic, Camden, Camden, Burlington, Burlington, Camden, Camden, Atlantic, Atlantic",42806,4605.4,"Hammonton, Atco, Berlin, Medford Lakes, Leisuretowne, West Berlin, Chesilhurst, Sweetwater, Nesco"
39.85,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Burlington, Camden, Camden, Burlington, Burlington, Burlington, Camden, Burlington, Camden, Burlington",42992,7779.4,"Marlton, Atco, Berlin, Medford Lakes, Leisuretowne, Pemberton Heights, West Berlin, Presidential Lakes Estates, Chesilhurst, Vincentown"
39.95,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington",53369,7734.7,"Marlton, Browns Mills, Fort Dix, Ramblewood, McGuire AFB, Medford Lakes, Leisuretowne, Pemberton Heights, Presidential Lakes Estates, Wrightstown, Vincentown, Jobstown, Juliustown"
40.05,-74.75,"PA, NJ, PA, PA, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, PA, PA, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ","Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Bucks, Burlington, Bucks, Bucks, Mercer, Bucks, Burlington, Mercer, Burlington, Burlington, Mercer, Burlington, Burlington, Burlington, Bucks, Bucks, Bucks, Bucks, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington, Burlington",144286,21446.1,"Levittown, Browns Mills, Croydon, Morrisville, White Horse, Fairless Hills, Fort Dix, Yardville, McGuire AFB, Roebling, Groveville, Leisuretowne, Pemberton Heights, Beverly, Tullytown, Eddington, Cornwells Heights, Hulmeville, Crosswicks, Fieldsboro, Cookstown, Wrightstown, Vincentown, Jobstown, Juliustown"
40.15,-74.75,"NJ, PA, NJ, NJ, PA, PA, NJ, PA, NJ, NJ, NJ, NJ, PA, NJ, PA, PA, NJ, PA, PA, NJ, PA, PA, PA, NJ, NJ, NJ, NJ, NJ","New Jersey, Pennsylvania, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Mercer, Bucks, Mercer, Mercer, Bucks, Bucks, Mercer, Bucks, Mercer, Mercer, Burlington, Mercer, Bucks, Mercer, Bucks, Bucks, Burlington, Bucks, Bucks, Monmouth, Bucks, Bucks, Bucks, Burlington, Burlington, Burlington, Burlington, Burlington",524127,37037.6,"Trenton, Levittown, Mercerville, Hamilton Square, Croydon, Morrisville, White Horse, Fairless Hills, Yardville, The College of New Jersey, Roebling, Lawrenceville, Woodbourne, Groveville, Woodside, Yardley, Beverly, Penndel, Tullytown, Allentown, Langhorne, Langhorne Manor, Hulmeville, Crosswicks, Fieldsboro, Wrightstown, Jobstown, Juliustown"
40.25,-74.75,"NJ, PA, NJ, NJ, NJ, PA, NJ, PA, NJ, PA, NJ, NJ, NJ, PA, NJ, NJ, NJ, PA, PA, PA, PA, PA, NJ, NJ, NJ, PA, PA, NJ, NJ, NJ, NJ, NJ","New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, Pennsylvania, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Mercer, Bucks, Mercer, Mercer, Mercer, Bucks, Mercer, Bucks, Mercer, Bucks, Mercer, Burlington, Mercer, Bucks, Mercer, Mercer, Middlesex, Bucks, Bucks, Bucks, Bucks, Bucks, Mercer, Mercer, Monmouth, Bucks, Bucks, Burlington, Burlington, Mercer, Mercer, Mercer",559424,41081.7,"Trenton, Levittown, Princeton, Mercerville, Hamilton Square, Morrisville, White Horse, Fairless Hills, Yardville, Newtown Grant, The College of New Jersey, Roebling, Lawrenceville, Woodbourne, Groveville, Pennington, Plainsboro Center, Woodside, Yardley, Penndel, Tullytown, Newtown, Princeton Junction, Hopewell, Allentown, Langhorne, Langhorne Manor, Crosswicks, Fieldsboro, Titusville, Washington Crossing, Windsor"
40.35,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, PA, PA, PA, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, Pennsylvania, Pennsylvania, Pennsylvania, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Mercer, Mercer, Middlesex, Mercer, Mercer, Middlesex, Middlesex, Bucks, Middlesex, Somerset, Mercer, Hunterdon, Mercer, Mercer, Middlesex, Bucks, Bucks, Bucks, Somerset, Mercer, Mercer, Somerset, Somerset, Hunterdon, Somerset, Mercer, Somerset, Mercer, Somerset, Somerset, Somerset, Somerset",515824,31963.9,"Trenton, Princeton, Princeton Meadows, Mercerville, Hamilton Square, Kendall Park, Monmouth Junction, Morrisville, Heathcote, Belle Mead, The College of New Jersey, Lambertville, Lawrenceville, Pennington, Plainsboro Center, Woodside, New Hope, Yardley, Ten Mile Run, Princeton Junction, Hopewell, Kingston, Griggstown, Ringoes, Rocky Hill, Titusville, Neshanic, Washington Crossing, Harlingen, East Rocky Hill, Skillman, Blawenburg"
40.45,-74.75,"NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ, NJ","New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey","Mercer, Somerset, Somerset, Somerset, Somerset, Middlesex, Somerset, Middlesex, Somerset, Somerset, Hunterdon, Mercer, Mercer, Somerset, Somerset, Mercer, Somerset, Somerset, Somerset, Hunterdon, Somerset, Hunterdon, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset, Somerset",155870,18567.8,"Princeton, Hillsborough, Bradley Gardens, Franklin Park, Manville, Kendall Park, Blackwells Mills, Heathcote, Belle Mead, Neshanic Station, Flemington, Lawrenceville, Pennington, Ten Mile Run, Weston, Hopewell, Kingston, Flagtown, Griggstown, Ringoes, Rocky Hill, Three Bridges, East Millstone, Neshanic, Pleasant Plains, Harlingen, East Rocky Hill, Skillman, Blawenburg, Zarephath"
